Suburb,Rooms,Type,Price,Year,Distance,CouncilArea
FRANKSTON,2,u,380000,2017,38,Frankston City Council
GLADSTONE PARK,4,h,575000,2017,12,Hume City Council
GLADSTONE PARK,3,h,590000,2017,12,Hume City Council
GLEN HUNTLY,5,h,1711000,2017,10,Glen Eira City Council
GLEN IRIS,2,u,671000,2017,7,Boroondara City Council
GLEN IRIS,4,h,1950000,2017,7,Boroondara City Council
GLEN IRIS,3,t,1155000,2017,7,Boroondara City Council
GLEN IRIS,4,h,3110000,2017,7,Boroondara City Council
GLEN IRIS,3,h,1780000,2017,7,Boroondara City Council
GLEN IRIS,3,h,1425000,2017,7,Boroondara City Council
GLEN WAVERLEY,4,h,1261000,2017,16,Monash City Council
GLEN WAVERLEY,3,t,922000,2017,16,Monash City Council
GLEN WAVERLEY,2,h,1088000,2017,16,Monash City Council
GLEN WAVERLEY,4,u,1050000,2017,16,Monash City Council
GLEN WAVERLEY,4,h,1176000,2017,16,Monash City Council
GLEN WAVERLEY,4,h,1150000,2017,16,Monash City Council
GLEN WAVERLEY,3,h,1720000,2017,16,Monash City Council
GLEN WAVERLEY,2,u,750000,2017,16,Monash City Council
GLEN WAVERLEY,3,h,952000,2017,16,Monash City Council
GLENROY,5,h,850000,2017,11,Moreland City Council
GLENROY,3,t,565000,2017,11,Moreland City Council
GLENROY,2,h,758000,2017,11,Moreland City Council
GLENROY,3,h,590000,2017,11,Moreland City Council
GLENROY,4,h,550000,2017,11,Moreland City Council
GLENROY,3,h,822000,2017,11,Moreland City Council
GLENROY,3,h,980000,2017,11,Moreland City Council
GLENROY,2,h,625000,2017,11,Moreland City Council
GOWANBRAE,3,h,791000,2017,12,Moreland City Council
GOWANBRAE,3,h,500000,2017,12,Moreland City Council
GREENSBOROUGH,3,h,665000,2017,16,Banyule City Council
GREENSBOROUGH,3,u,715000,2017,16,Banyule City Council
GREENSBOROUGH,3,h,710000,2017,16,Banyule City Council
GREENSBOROUGH,3,h,706000,2017,16,Banyule City Council
GREENVALE,4,h,1560000,2017,20,Hume City Council
GREENVALE,4,h,795000,2017,20,Hume City Council
GREENVALE,4,h,856000,2017,20,Hume City Council
GREENVALE,4,h,705000,2017,20,Hume City Council
GREENVALE,4,h,945000,2017,20,Hume City Council
HADFIELD,3,h,810000,2017,11,Moreland City Council
HADFIELD,3,h,840000,2017,11,Moreland City Council
HAMPTON,5,h,1400000,2017,13,Bayside City Council
HAMPTON,3,h,1560000,2017,13,Bayside City Council
HAMPTON,2,u,665000,2017,13,Bayside City Council
HAMPTON,2,u,680000,2017,13,Bayside City Council
HAMPTON,4,t,2020000,2017,13,Bayside City Council
HAMPTON,3,h,1715000,2017,13,Bayside City Council
HAMPTON EAST,2,u,400000,2017,13,Bayside City Council
HAWTHORN,2,u,610000,2017,5,Boroondara City Council
HAWTHORN,2,u,575000,2017,5,Boroondara City Council
HAWTHORN,2,u,600000,2017,5,Boroondara City Council
HAWTHORN,1,u,492000,2017,5,Boroondara City Council
HAWTHORN EAST,2,u,420000,2017,6,Boroondara City Council
HAWTHORN EAST,3,t,1220000,2017,6,Boroondara City Council
HAWTHORN EAST,3,h,2875000,2017,6,Boroondara City Council
HAWTHORN EAST,2,h,3350000,2017,6,Boroondara City Council
HAWTHORN EAST,2,u,665500,2017,6,Boroondara City Council
HAWTHORN EAST,3,h,1865000,2017,6,Boroondara City Council
HEATHERTON,4,h,660000,2017,18,Kingston City Council
HEATHMONT,2,u,515000,2017,21,Maroondah City Council
HEATHMONT,3,h,939000,2017,21,Maroondah City Council
HEATHMONT,3,h,840000,2017,21,Maroondah City Council
HEIDELBERG,3,u,620000,2017,8,Banyule City Council
HEIDELBERG HEIGHTS,3,h,720000,2017,8,Banyule City Council
HEIDELBERG HEIGHTS,4,h,1370000,2017,8,Banyule City Council
HEIDELBERG HEIGHTS,2,h,757000,2017,8,Banyule City Council
HEIDELBERG WEST,3,u,535600,2017,8,Banyule City Council
HEIDELBERG WEST,3,h,830000,2017,8,Banyule City Council
HEIDELBERG WEST,2,u,470000,2017,8,Banyule City Council
HIGHETT,4,h,1825000,2017,16,Bayside City Council
HIGHETT,4,t,1205000,2017,16,Bayside City Council
HIGHETT,3,h,1041000,2017,16,Bayside City Council
HIGHETT,3,h,905000,2017,16,Bayside City Council
HIGHETT,3,h,1200000,2017,16,Bayside City Council
HILLSIDE,4,h,548000,2017,18,Brimbank City Council
HILLSIDE,3,h,580000,2017,18,Brimbank City Council
HILLSIDE,4,h,851000,2017,18,Brimbank City Council
HOPPERS CROSSING,3,h,451000,2017,18,Wyndham City Council
HOPPERS CROSSING,3,h,430000,2017,18,Wyndham City Council
HOPPERS CROSSING,3,h,483000,2017,18,Wyndham City Council
HOPPERS CROSSING,3,h,527000,2017,18,Wyndham City Council
HOPPERS CROSSING,5,h,858500,2017,18,Wyndham City Council
HOPPERS CROSSING,3,h,491000,2017,18,Wyndham City Council
HUGHESDALE,3,u,855000,2017,12,Monash City Council
HUNTINGDALE,2,u,340000,2017,12,Monash City Council
IVANHOE,4,h,1450000,2017,7,Banyule City Council
IVANHOE,4,h,2265000,2017,7,Banyule City Council
IVANHOE,3,h,1680000,2017,7,Banyule City Council
IVANHOE,2,t,790000,2017,7,Banyule City Council
IVANHOE,2,u,440000,2017,7,Banyule City Council
IVANHOE,4,h,2350000,2017,7,Banyule City Council
IVANHOE,3,t,962000,2017,7,Banyule City Council
JACANA,3,h,551000,2017,14,Hume City Council
KEILOR,3,h,630000,2017,14,Brimbank City Council
KEILOR EAST,3,h,935000,2017,11,Brimbank City Council
KEILOR EAST,3,h,700000,2017,11,Brimbank City Council
KEILOR EAST,3,h,746000,2017,11,Brimbank City Council
KEILOR EAST,3,h,675000,2017,11,Brimbank City Council
KEILOR EAST,4,h,816000,2017,11,Brimbank City Council
KENSINGTON,3,h,1470000,2017,3,Melbourne City Council
KENSINGTON,2,u,630000,2017,3,Melbourne City Council
KENSINGTON,3,t,845000,2017,3,Melbourne City Council
KEW,3,h,1528500,2017,5,Boroondara City Council
KEW,2,u,630000,2017,5,Boroondara City Council
KEW,4,h,1690000,2017,5,Boroondara City Council
KEW,5,h,3820000,2017,5,Boroondara City Council
KEW,2,u,610000,2017,5,Boroondara City Council
KEW,3,h,1490000,2017,5,Boroondara City Council
KEW EAST,3,h,1750000,2017,7,Boroondara City Council
KEW EAST,3,h,1880000,2017,7,Boroondara City Council
KEYSBOROUGH,3,h,730000,2017,25,Greater Dandenong City Council
KILSYTH,4,h,750000,2017,26,Maroondah City Council
KINGS PARK,3,h,510000,2017,14,Brimbank City Council
KINGS PARK,3,h,500000,2017,14,Brimbank City Council
KNOXFIELD,4,h,1171000,2017,23,Knox City Council
KNOXFIELD,3,u,700000,2017,23,Knox City Council
LALOR,3,h,620000,2017,16,Whittlesea City Council
LALOR,3,h,590000,2017,16,Whittlesea City Council
LALOR,3,h,590000,2017,16,Whittlesea City Council
LALOR,4,h,600000,2017,16,Whittlesea City Council
LANGWARRIN,4,h,750000,2017,41,Frankston City Council
MAIDSTONE,3,t,695000,2017,6,Maribyrnong City Council
MAIDSTONE,3,h,880000,2017,6,Maribyrnong City Council
MALVERN,2,u,570500,2017,5,Stonnington City Council
MALVERN,2,u,1350000,2017,5,Stonnington City Council
MALVERN EAST,4,h,1215000,2017,8,Stonnington City Council
MALVERN EAST,2,u,447000,2017,8,Stonnington City Council
MALVERN EAST,4,h,2200000,2017,8,Stonnington City Council
MALVERN EAST,2,u,866000,2017,8,Stonnington City Council
MALVERN EAST,4,h,2200000,2017,8,Stonnington City Council
MALVERN EAST,2,u,790000,2017,8,Stonnington City Council
MALVERN EAST,4,h,2250000,2017,8,Stonnington City Council
MALVERN EAST,2,u,587000,2017,8,Stonnington City Council
MARIBYRNONG,4,h,961000,2017,4,Maribyrnong City Council
MARIBYRNONG,4,h,979888,2017,4,Maribyrnong City Council
MCKINNON,3,u,650000,2017,11,Glen Eira City Council
MCKINNON,3,h,1985000,2017,11,Glen Eira City Council
MELBOURNE,2,u,1160500,2017,0,Melbourne City Council
MELBOURNE,3,u,940000,2017,0,Melbourne City Council
MELBOURNE,3,u,1525000,2017,0,Melbourne City Council
MELTON,3,h,282500,2017,31,Melton City Council
MELTON,4,h,611000,2017,31,Melton City Council
MELTON WEST,6,h,190000,2017,31,Melton City Council
MELTON WEST,4,h,320000,2017,31,Melton City Council
MENTONE,2,t,732000,2017,20,Kingston City Council
MENTONE,2,t,630000,2017,20,Kingston City Council
MENTONE,1,t,1625000,2017,20,Kingston City Council
MENTONE,3,h,1118500,2017,20,Kingston City Council
MERNDA,3,h,390000,2017,25,Whittlesea City Council
MERNDA,4,h,430000,2017,25,Whittlesea City Council
MIDDLE PARK,3,h,2956000,2017,3,Port Phillip City Council
MILL PARK,4,h,730000,2017,17,Whittlesea City Council
MILL PARK,3,h,560000,2017,17,Whittlesea City Council
MILL PARK,3,h,810000,2017,17,Whittlesea City Council
MITCHAM,2,u,470000,2017,17,Whitehorse City Council
MITCHAM,2,u,580000,2017,17,Whitehorse City Council
MITCHAM,3,h,1263000,2017,17,Whitehorse City Council
MONTMORENCY,4,h,1300000,2017,16,Banyule City Council
MONTMORENCY,3,h,831000,2017,16,Banyule City Council
MONTMORENCY,3,h,872000,2017,16,Banyule City Council
MOONEE PONDS,4,h,1780000,2017,6,Moonee Valley City Council
MOONEE PONDS,6,h,2150000,2017,6,Moonee Valley City Council
MOONEE PONDS,5,h,1730000,2017,6,Moonee Valley City Council
MOONEE PONDS,3,h,1440000,2017,6,Moonee Valley City Council
MOONEE PONDS,4,h,1225000,2017,6,Moonee Valley City Council
MOORABBIN,3,h,980000,2017,14,Kingston City Council
MOORABBIN,4,t,1135000,2017,14,Kingston City Council
MOORABBIN,3,h,1110000,2017,14,Kingston City Council
MOOROOLBARK,3,h,692000,2017,26,Yarra Ranges Shire Council
MORDIALLOC,4,h,1260000,2017,21,Kingston City Council
MORDIALLOC,3,h,1130000,2017,21,Kingston City Council
MOUNT WAVERLEY,3,t,800000,2017,14,Monash City Council
MOUNT WAVERLEY,3,h,950000,2017,14,Monash City Council
MOUNT WAVERLEY,4,h,1290000,2017,14,Monash City Council
MOUNT WAVERLEY,5,h,1593000,2017,14,Monash City Council
MOUNT WAVERLEY,3,t,835000,2017,14,Monash City Council
MOUNT WAVERLEY,3,u,1200000,2017,14,Monash City Council
MOUNT WAVERLEY,3,t,1160000,2017,14,Monash City Council
MOUNT WAVERLEY,4,h,1380000,2017,14,Monash City Council
MULGRAVE,4,h,919000,2017,18,Monash City Council
MULGRAVE,3,t,870000,2017,18,Monash City Council
MULGRAVE,4,h,928000,2017,18,Monash City Council
MULGRAVE,4,h,840000,2017,18,Monash City Council
MULGRAVE,3,h,770000,2017,18,Monash City Council
MURRUMBEENA,4,t,1100000,2017,10,Glen Eira City Council
MURRUMBEENA,4,h,1500000,2017,10,Glen Eira City Council
MURRUMBEENA,3,h,1470000,2017,10,Glen Eira City Council
NARRE WARREN,4,h,650000,2017,34,Casey City Council
NARRE WARREN,4,h,680000,2017,34,Casey City Council
NARRE WARREN,4,h,745000,2017,34,Casey City Council
NEWPORT,2,h,800000,2017,6,Hobsons Bay City Council
NEWPORT,3,t,862000,2017,6,Hobsons Bay City Council
NEWPORT,3,t,863000,2017,6,Hobsons Bay City Council
NEWPORT,3,u,850000,2017,6,Hobsons Bay City Council
NEWPORT,3,h,785000,2017,6,Hobsons Bay City Council
NIDDRIE,3,h,1235000,2017,10,Moonee Valley City Council
NOBLE PARK,3,h,700000,2017,22,Greater Dandenong City Council
NOBLE PARK,3,h,546000,2017,22,Greater Dandenong City Council
NORTH MELBOURNE,2,u,726000,2017,1,Melbourne City Council
NORTH MELBOURNE,3,h,1340000,2017,1,Melbourne City Council
NORTH MELBOURNE,2,t,1105000,2017,1,Melbourne City Council
NORTH MELBOURNE,2,t,841000,2017,1,Melbourne City Council
NORTHCOTE,3,h,1310000,2017,5,Darebin City Council
NORTHCOTE,2,h,1035000,2017,5,Darebin City Council
NORTHCOTE,3,h,1980000,2017,5,Darebin City Council
NORTHCOTE,2,u,592000,2017,5,Darebin City Council
NORTHCOTE,3,h,1335000,2017,5,Darebin City Council
NUNAWADING,4,h,1111000,2017,15,Manningham City Council
OAK PARK,4,h,1350000,2017,11,Moreland City Council
OAKLANDS JUNCTION,5,h,810000,2017,24,Hume City Council
OAKLEIGH,2,h,1010000,2017,12,Monash City Council
OAKLEIGH EAST,3,h,1161000,2017,12,Monash City Council
OAKLEIGH EAST,3,h,1125000,2017,12,Monash City Council
OAKLEIGH SOUTH,3,h,875000,2017,15,Kingston City Council
ORMOND,1,u,290000,2017,11,Glen Eira City Council
ORMOND,3,h,1708000,2017,11,Glen Eira City Council
ORMOND,2,h,758000,2017,11,Glen Eira City Council
PAKENHAM,5,h,690000,2017,47,Cardinia Shire Council
PARKDALE,3,h,1166000,2017,21,Kingston City Council
PARKDALE,2,t,780000,2017,21,Kingston City Council
PASCOE VALE,3,h,780000,2017,8,Moreland City Council
PASCOE VALE,4,h,1276000,2017,8,Moreland City Council
PASCOE VALE,3,u,600000,2017,8,Moreland City Council
PASCOE VALE,3,h,1465000,2017,8,Moreland City Council
PASCOE VALE,4,h,955000,2017,8,Moreland City Council
PASCOE VALE,3,h,767000,2017,8,Moreland City Council
PASCOE VALE,4,h,1196000,2017,8,Moreland City Council
POINT COOK,4,h,701000,2017,14,Wyndham City Council
PORT MELBOURNE,2,u,1250000,2017,3,Melbourne City Council
PORT MELBOURNE,2,u,575000,2017,3,Melbourne City Council
PORT MELBOURNE,4,h,1915000,2017,3,Melbourne City Council
PORT MELBOURNE,2,u,850000,2017,3,Melbourne City Council
PORT MELBOURNE,3,h,1630000,2017,3,Melbourne City Council
PRAHRAN,1,u,492000,2017,4,Stonnington City Council
PRAHRAN,3,t,1660000,2017,4,Stonnington City Council
PRAHRAN,1,u,500500,2017,4,Stonnington City Council
PRAHRAN,3,h,1240000,2017,4,Stonnington City Council
PRESTON,2,t,508000,2017,8,Darebin City Council
PRESTON,2,h,835000,2017,8,Darebin City Council
PRESTON,3,h,637000,2017,8,Darebin City Council
PRESTON,3,h,1265000,2017,8,Darebin City Council
PRESTON,3,h,1100000,2017,8,Darebin City Council
PRESTON,4,h,1082000,2017,8,Darebin City Council
PRESTON,2,t,715000,2017,8,Darebin City Council
PRESTON,5,h,630000,2017,8,Darebin City Council
PRESTON,2,h,837000,2017,8,Darebin City Council
RESERVOIR,2,t,490000,2017,12,Darebin City Council
RESERVOIR,3,h,911000,2017,12,Darebin City Council
RESERVOIR,3,h,805000,2017,12,Darebin City Council
RESERVOIR,4,h,770000,2017,12,Darebin City Council
RESERVOIR,3,h,659500,2017,12,Darebin City Council
RESERVOIR,3,h,660000,2017,12,Darebin City Council
RESERVOIR,3,u,645000,2017,12,Darebin City Council
RESERVOIR,3,h,1005000,2017,12,Darebin City Council
RESERVOIR,2,h,931000,2017,12,Darebin City Council
RESERVOIR,2,h,810000,2017,12,Darebin City Council
RICHMOND,1,u,437500,2017,2,Yarra City Council
RICHMOND,1,u,421000,2017,2,Yarra City Council
RICHMOND,2,u,479000,2017,2,Yarra City Council
RICHMOND,5,h,3200000,2017,2,Yarra City Council
RICHMOND,2,u,479000,2017,2,Yarra City Council
RICHMOND,2,h,1042500,2017,2,Yarra City Council
RICHMOND,2,u,655000,2017,2,Yarra City Council
RICHMOND,2,h,1130000,2017,2,Yarra City Council
RICHMOND,2,u,561000,2017,2,Yarra City Council
RICHMOND,2,u,635000,2017,2,Yarra City Council
RINGWOOD,2,h,950000,2017,19,Maroondah City Council
RINGWOOD,3,h,790000,2017,19,Maroondah City Council
RINGWOOD,6,h,1700000,2017,19,Maroondah City Council
RINGWOOD,3,h,991000,2017,19,Maroondah City Council
RINGWOOD EAST,3,h,673000,2017,21,Maroondah City Council
RINGWOOD EAST,3,h,935000,2017,21,Maroondah City Council
RINGWOOD EAST,6,h,1206000,2017,21,Maroondah City Council
ROSANNA,4,h,1040000,2017,8,Banyule City Council
ROXBURGH PARK,4,h,665000,2017,20,Hume City Council
SANDHURST,3,h,530000,2017,34,Frankston City Council
SANDRINGHAM,2,h,1551000,2017,15,Bayside City Council
SANDRINGHAM,2,u,800000,2017,15,Bayside City Council
SANDRINGHAM,5,h,2210000,2017,15,Bayside City Council
SANDRINGHAM,4,h,2215000,2017,15,Bayside City Council
SANDRINGHAM,4,h,1590000,2017,15,Bayside City Council
SANDRINGHAM,4,h,1650000,2017,15,Bayside City Council
SANDRINGHAM,4,h,4680000,2017,15,Bayside City Council
SEAFORD,3,t,505000,2017,35,Frankston City Council
SEAFORD,2,u,423000,2017,35,Frankston City Council
SOUTH MELBOURNE,3,h,1270000,2017,1,Port Phillip City Council
SOUTH MELBOURNE,3,h,2633000,2017,1,Port Phillip City Council
SOUTH MORANG,4,h,632500,2017,20,Whittlesea City Council
SOUTH YARRA,1,u,422000,2017,2,Melbourne City Council
SOUTH YARRA,2,u,535000,2017,2,Melbourne City Council
SOUTH YARRA,2,u,990000,2017,2,Melbourne City Council
SOUTH YARRA,2,u,695000,2017,2,Melbourne City Council
SOUTH YARRA,2,u,978500,2017,2,Melbourne City Council
SOUTH YARRA,2,u,863000,2017,2,Melbourne City Council
SOUTH YARRA,1,u,340000,2017,2,Melbourne City Council
SOUTH YARRA,2,u,680000,2017,2,Melbourne City Council
SOUTH YARRA,2,u,840000,2017,2,Melbourne City Council
SOUTHBANK,1,u,385500,2017,0,Melbourne City Council
SOUTHBANK,2,u,685000,2017,0,Melbourne City Council
SPOTSWOOD,1,u,1015000,2017,6,Hobsons Bay City Council
SPOTSWOOD,4,t,882500,2017,6,Hobsons Bay City Council
SPRINGVALE,4,h,880000,2017,20,Greater Dandenong City Council
ST ALBANS,3,h,640000,2017,14,Brimbank City Council
ST ALBANS,3,h,788000,2017,14,Brimbank City Council
ST KILDA,2,u,495000,2017,5,Port Phillip City Council
ST KILDA,5,h,2000000,2017,5,Port Phillip City Council
ST KILDA,2,u,500000,2017,5,Port Phillip City Council
ST KILDA,2,u,690000,2017,5,Port Phillip City Council
ST KILDA,2,u,530000,2017,5,Port Phillip City Council
ST KILDA,3,h,1891000,2017,5,Port Phillip City Council
ST KILDA,2,h,1000000,2017,5,Port Phillip City Council
ST KILDA,4,h,2000000,2017,5,Port Phillip City Council
ST KILDA,4,h,2220000,2017,5,Port Phillip City Council
ST KILDA,3,u,1500000,2017,5,Port Phillip City Council
ST KILDA,4,h,2455000,2017,5,Port Phillip City Council
ST KILDA,3,h,2000000,2017,5,Port Phillip City Council
ST KILDA,1,u,500000,2017,5,Port Phillip City Council
ST KILDA,2,u,685000,2017,5,Port Phillip City Council
SUNSHINE,3,h,735000,2017,10,Brimbank City Council
SUNSHINE,3,h,1001000,2017,10,Brimbank City Council
SUNSHINE,3,h,780000,2017,10,Brimbank City Council
SUNSHINE,2,h,710000,2017,10,Brimbank City Council
SUNSHINE,4,h,1350500,2017,10,Brimbank City Council
SUNSHINE,3,h,745000,2017,10,Brimbank City Council
SUNSHINE,2,h,490000,2017,10,Brimbank City Council
SUNSHINE NORTH,3,h,701000,2017,10,Brimbank City Council
SUNSHINE NORTH,3,h,680000,2017,10,Brimbank City Council
SURREY HILLS,2,u,640000,2017,10,Boroondara City Council
SURREY HILLS,2,u,745000,2017,10,Boroondara City Council
SYDENHAM,4,h,710000,2017,18,Brimbank City Council
TARNEIT,3,h,503000,2017,18,Wyndham City Council
TAYLORS HILL,4,h,709000,2017,18,Melton City Council
TAYLORS HILL,4,h,925000,2017,18,Melton City Council
TAYLORS LAKES,4,h,723000,2017,15,Brimbank City Council
TAYLORS LAKES,4,h,650500,2017,15,Brimbank City Council
TAYLORS LAKES,3,h,775000,2017,15,Brimbank City Council
TEMPLESTOWE,2,h,1489000,2017,15,Manningham City Council
TEMPLESTOWE LOWER,5,h,1050000,2017,12,Manningham City Council
TEMPLESTOWE LOWER,4,h,1257000,2017,12,Manningham City Council
TEMPLESTOWE LOWER,4,t,1065000,2017,12,Manningham City Council
THOMASTOWN,2,u,260300,2017,15,Whittlesea City Council
THOMASTOWN,4,h,620500,2017,15,Whittlesea City Council
THORNBURY,2,t,630000,2017,7,Darebin City Council
THORNBURY,4,h,1428888,2017,7,Darebin City Council
TOORAK,2,u,876000,2017,4,Stonnington City Council
TOORAK,2,u,620000,2017,4,Stonnington City Council
TOORAK,4,h,5500000,2017,4,Stonnington City Council
TOORAK,2,h,1300000,2017,4,Stonnington City Council
TOORAK,3,h,1689000,2017,4,Stonnington City Council
TOORAK,2,u,517500,2017,4,Stonnington City Council
TOORAK,3,u,1100000,2017,4,Stonnington City Council
TOORAK,1,u,750000,2017,4,Stonnington City Council
TULLAMARINE,3,h,589000,2017,12,Brimbank City Council
TULLAMARINE,3,h,630000,2017,12,Brimbank City Council
VERMONT,4,h,902000,2017,17,Maroondah City Council
VERMONT,4,h,966000,2017,17,Maroondah City Council
VERMONT SOUTH,2,h,582000,2017,17,Whitehorse City Council
VIEWBANK,4,h,920250,2017,8,Banyule City Council
VIEWBANK,4,h,1080000,2017,8,Banyule City Council
WATSONIA,3,h,1000000,2017,14,Banyule City Council
WATSONIA,3,h,785000,2017,14,Banyule City Council
WERRIBEE,3,h,412000,2017,14,Wyndham City Council
WEST FOOTSCRAY,4,h,710000,2017,6,Maribyrnong City Council
WEST FOOTSCRAY,2,u,510500,2017,6,Maribyrnong City Council
WEST FOOTSCRAY,4,h,837000,2017,6,Maribyrnong City Council
WEST FOOTSCRAY,3,h,850000,2017,6,Maribyrnong City Council
WESTMEADOWS,2,t,510000,2017,16,Hume City Council
WESTMEADOWS,3,h,568000,2017,16,Hume City Council
WHEELERS HILL,3,h,1000000,2017,16,Monash City Council
WILLIAMSTOWN,4,h,1400000,2017,6,Hobsons Bay City Council
WILLIAMSTOWN,3,h,1800000,2017,6,Hobsons Bay City Council
WILLIAMSTOWN,2,h,1050000,2017,6,Hobsons Bay City Council
WILLIAMSTOWN,2,h,850000,2017,6,Hobsons Bay City Council
WILLIAMSTOWN,4,h,2910000,2017,6,Hobsons Bay City Council
WILLIAMSTOWN,3,h,2910000,2017,6,Hobsons Bay City Council
WILLIAMSTOWN,4,h,2640000,2017,6,Hobsons Bay City Council
WINDSOR,3,h,2302000,2017,4,Port Phillip City Council
WINDSOR,2,h,1045000,2017,4,Port Phillip City Council
WINDSOR,4,h,2050000,2017,4,Port Phillip City Council
WINDSOR,2,u,611000,2017,4,Port Phillip City Council
WOLLERT,4,h,457000,2017,25,Whittlesea City Council
WYNDHAM VALE,3,h,415000,2017,27,Wyndham City Council
WYNDHAM VALE,3,h,366000,2017,27,Wyndham City Council
YALLAMBIE,4,h,915000,2017,12,Banyule City Council
YARRAVILLE,3,h,960000,2017,6,Maribyrnong City Council
YARRAVILLE,4,h,1235000,2017,6,Maribyrnong City Council
YARRAVILLE,3,t,670000,2017,6,Maribyrnong City Council
YARRAVILLE,2,h,960000,2017,6,Maribyrnong City Council
YARRAVILLE,2,h,1000000,2017,6,Maribyrnong City Council
YARRAVILLE,2,h,710000,2017,6,Maribyrnong City Council
YARRAVILLE,3,h,1320000,2017,6,Maribyrnong City Council
YARRAVILLE,3,h,1100000,2017,6,Maribyrnong City Council
YARRAVILLE,2,u,782000,2017,6,Maribyrnong City Council
YARRAVILLE,3,h,931000,2017,6,Maribyrnong City Council
ABBOTSFORD,4,h,1600000,2016,3,Yarra City Council
AIRPORT WEST,2,t,420000,2016,10,Moonee Valley City Council
